iter	MultiClass
0	2.352288483
1	2.022619672
2	1.866161401
3	1.685094194
4	1.546707748
5	1.475408317
6	1.409071558
7	1.27906662
8	1.21330943
9	1.171565277
10	1.116336076
11	1.071146101
12	0.9946755019
13	0.9716952105
14	0.9331766942
15	0.9152987596
16	0.8774916257
17	0.8573544187
18	0.8469002129
19	0.8245570526
20	0.797059102
21	0.7773482206
22	0.7433900613
23	0.7213179736
24	0.6976969635
25	0.6789341719
26	0.6597854523
27	0.6255939996
28	0.611958242
29	0.6014624958
30	0.588078522
31	0.5752717419
32	0.5611021756
33	0.5462123184
34	0.5286863028
35	0.5193066937
36	0.5087969579
37	0.4913262416
38	0.4832261778
39	0.4697483659
40	0.4668468285
41	0.4494619677
42	0.4442786142
43	0.4308456361
44	0.4172063762
45	0.4149335683
46	0.3983760289
47	0.3799802656
48	0.3770573028
49	0.3741037271
50	0.3694871911
51	0.3487552172
52	0.3439021036
53	0.3414967281
54	0.3312039028
55	0.3263397992
56	0.3195871389
57	0.3107961332
58	0.304609544
59	0.2986254226
60	0.2953538424
61	0.2876258555
62	0.2828340215
63	0.270352354
64	0.2662405503
65	0.2647224281
66	0.2613986065
67	0.2546222142
68	0.2530492428
69	0.2486932287
70	0.2467631719
71	0.2448126324
72	0.2436128782
73	0.2409601715
74	0.2391871686
75	0.2291656696
76	0.2214234463
77	0.2204831932
78	0.2189158282
79	0.2092955516
80	0.2068935253
81	0.2051463322
82	0.1976973299
83	0.1951620029
84	0.1866468075
85	0.1860031871
86	0.1837201219
87	0.1799223137
88	0.1788367375
89	0.1767188239
90	0.1757411529
91	0.1742101457
92	0.1686166801
93	0.1652048993
94	0.1634947242
95	0.1624983153
96	0.1601678387
97	0.1577116601
98	0.1560419994
99	0.1528052149
100	0.1494679162
101	0.147507047
102	0.1457302794
103	0.1409527143
104	0.1392698849
105	0.1356496483
106	0.1350010189
107	0.132619063
108	0.1323631074
109	0.1319070364
110	0.1287791466
111	0.126789829
112	0.1261911441
113	0.1255057882
114	0.1252447704
115	0.1213415138
116	0.1210377914
117	0.1206100914
118	0.1192296929
119	0.118946319
120	0.1186260922
121	0.1135646949
122	0.113412576
123	0.1126819921
124	0.112140536
125	0.1117839421
126	0.1115667297
127	0.111292933
128	0.1110644142
129	0.1108452673
130	0.1094796118
131	0.1091978477
132	0.1088681944
133	0.104668552
134	0.1028055223
135	0.1003746318
136	0.09851538065
137	0.09839695805
138	0.09756934441
139	0.0950739534
140	0.09376760497
141	0.09350411564
142	0.09321317179
143	0.09216162987
144	0.08911224504
145	0.08865771685
146	0.08715059506
147	0.08529118334
148	0.08514694628
149	0.08317535784
150	0.08288526268
151	0.08276059618
152	0.08266735989
153	0.0825792494
154	0.0819536126
155	0.08177655428
156	0.08164152197
157	0.08024207677
158	0.07966668155
159	0.07925340601
160	0.07886629088
161	0.07616112737
162	0.07529610902
163	0.07464543571
164	0.07449048242
165	0.07345994895
166	0.07327401857
167	0.0729718525
168	0.07196151596
169	0.07162392456
170	0.07146539599
171	0.07077244431
172	0.06937030042
173	0.06928425632
174	0.06914250529
175	0.0689648181
176	0.06890290057
177	0.06864212824
178	0.06834058174
179	0.06739240733
180	0.06701176721
181	0.06598333168
182	0.06578016729
183	0.06565786463
184	0.06508947898
185	0.06468566198
186	0.06445238758
187	0.06440262145
188	0.06420654975
189	0.06366167328
190	0.06357136032
191	0.06344560172
192	0.06225861459
193	0.0618823339
194	0.06180784126
195	0.06155889165
196	0.06142581714
197	0.06131064566
198	0.06115290154
199	0.06052691746
200	0.05947647425
201	0.0587782532
202	0.05824190251
203	0.05814360763
204	0.05783101337
205	0.05742228024
206	0.05729489133
207	0.05608713534
208	0.05577508553
209	0.0556288427
210	0.05550644771
211	0.0551412564
212	0.05467943466
213	0.05461651865
214	0.05404089909
215	0.05397006963
216	0.05388528374
217	0.05374670799
218	0.05368691408
219	0.05275052993
220	0.05242611319
221	0.05217624733
222	0.05210272696
223	0.05201066982
224	0.05188500295
225	0.05165025248
226	0.05133960565
227	0.05102434508
228	0.05066716869
229	0.05062782386
230	0.0495896551
231	0.04953428952
232	0.04945017192
233	0.04887872173
234	0.04867883402
235	0.04854357664
236	0.04806677569
237	0.04801277847
238	0.04774279204
239	0.04746114952
240	0.04711854169
241	0.04707970247
242	0.04703187353
243	0.04623441537
244	0.04618367002
245	0.04600709318
246	0.04596081748
247	0.04573992885
248	0.0456786086
249	0.04557328896
250	0.04550750769
251	0.04546889548
252	0.04513042927
253	0.04491845027
254	0.0448604283
255	0.04477758677
256	0.04418508835
257	0.04410098528
258	0.04342996337
259	0.04338570822
260	0.04320848629
261	0.0426970474
262	0.04245485344
263	0.04227959162
264	0.042204646
265	0.04203701961
266	0.04198585027
267	0.04192778234
268	0.04189570351
269	0.04183034613
270	0.04162896471
271	0.04149230998
272	0.0410534837
273	0.04097754753
274	0.04096093977
275	0.04050805287
276	0.04045491703
277	0.04033520916
278	0.04018141206
279	0.04004526388
280	0.03994412863
281	0.03984763054
282	0.03977112726
283	0.03967616105
284	0.03963715144
285	0.03938114722
286	0.03933953317
287	0.03924155226
288	0.03919056014
289	0.03916606743
290	0.03912792743
291	0.03874858731
292	0.03869419794
293	0.03856638025
294	0.03823949407
295	0.03800767466
296	0.03760690001
297	0.0368727058
298	0.0366927157
299	0.03664748697
300	0.03660868795
301	0.03657492102
302	0.03651167265
303	0.03647634057
304	0.03637290293
305	0.03568854999
306	0.03518912773
307	0.03464238922
308	0.03455703662
309	0.03452704229
310	0.03429984629
311	0.03404463107
312	0.03400348673
313	0.03349920518
314	0.03265620394
315	0.032632991
316	0.03255223518
317	0.03253628665
318	0.03249651471
319	0.03247842539
320	0.03189128799
321	0.03141199844
322	0.0310162147
323	0.03097373259
324	0.03094795358
325	0.03079082211
326	0.03078247836
327	0.03075149545
328	0.03026848069
329	0.02987610434
330	0.02986391617
331	0.02926001657
332	0.02892883334
333	0.02884707646
334	0.0287023538
335	0.02867662082
336	0.02862747998
337	0.02860609356
338	0.02815451554
339	0.02803511021
340	0.02800935049
341	0.0279500029
342	0.02777242478
343	0.02714164687
344	0.02661777235
345	0.02659746695
346	0.02657539657
347	0.02654058342
348	0.02636364035
349	0.02631467939
350	0.02599755768
351	0.02583533779
352	0.02548665203
353	0.0253540122
354	0.02524072843
355	0.02522292434
356	0.02521129409
357	0.02519836126
358	0.0251729201
359	0.02492412306
360	0.0248694483
361	0.02480125052
362	0.02475602466
363	0.02439687618
364	0.02436149108
365	0.02425626012
366	0.02400445669
367	0.02395947967
368	0.02394545443
369	0.0238114166
370	0.02380117229
371	0.02356174491
372	0.02350682002
373	0.02319212626
374	0.02317748031
375	0.02314427153
376	0.0231038319
377	0.02305756723
378	0.02304354895
379	0.02299336969
380	0.02285794117
381	0.02281515361
382	0.02277695404
383	0.02275970943
384	0.02256702424
385	0.02247043119
386	0.0223444467
387	0.02217237528
388	0.021987384
389	0.02166905103
390	0.02160798108
391	0.02148984061
392	0.021428323
393	0.02120789089
394	0.02113492912
395	0.02105087475
396	0.02100914299
397	0.02095487846
398	0.02094542723
399	0.02070181037
400	0.02062740499
401	0.02061975776
402	0.0206094518
403	0.02060198082
404	0.02058914651
405	0.02029376294
406	0.02023643087
407	0.02020700429
408	0.01992642676
409	0.01988934063
410	0.01984548151
411	0.01983370477
412	0.01976695044
413	0.01975133007
414	0.01972723806
415	0.0194771254
416	0.01946211933
417	0.01937748786
418	0.019358394
419	0.0193281661
420	0.01930603903
421	0.01913051587
422	0.01911504535
423	0.01909069049
424	0.01891043558
425	0.01888478963
426	0.01882244061
427	0.01859142191
428	0.01857884502
429	0.0185606652
430	0.01854179463
431	0.01849432624
432	0.01846007036
433	0.01826831257
434	0.01824403149
435	0.0182372403
436	0.01821898945
437	0.01819805557
438	0.01814758914
439	0.01811523657
440	0.01810559303
441	0.01805769316
442	0.01803296504
443	0.01795689124
444	0.01793739085
445	0.01792903178
446	0.01790137592
447	0.01787044006
448	0.01785427803
449	0.01784053294
450	0.01780900755
451	0.0177471951
452	0.01772257884
453	0.01771579265
454	0.01770034909
455	0.01753422199
456	0.017500159
457	0.01747533634
458	0.0174676805
459	0.01745772805
460	0.0173187577
461	0.01722611783
462	0.01701946506
463	0.01697867694
464	0.01696611311
465	0.01695873604
466	0.01693170122
467	0.0169259517
468	0.01691030497
469	0.01682514588
470	0.01672475751
471	0.01660747809
472	0.01643476145
473	0.01642735464
474	0.01638485659
475	0.016373874
476	0.016362709
477	0.01634950924
478	0.01634416477
479	0.01615399043
480	0.0160532182
481	0.0160412629
482	0.01601579723
483	0.0159944737
484	0.01598072615
485	0.0158446984
486	0.01581860455
487	0.01580593057
488	0.01579533416
489	0.01573848716
490	0.01563886369
491	0.01562939121
492	0.01553465981
493	0.01545595861
494	0.01544648354
495	0.01541314923
496	0.01540910589
497	0.01526571069
498	0.01523602141
499	0.01516940849
